Gebietseinheit,Aufenthaltstitel,GeoCode,Value
Verden,Verbot der Abschiebung Subsidiärer Schutz1),K03361,625
Statistische Region Lüneburg,Verbot der Abschiebung Subsidiärer Schutz1),K033,7105
Delmenhorst.Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03401,595
Emden Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03402,280
Oldenburg (Oldb) Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03403,795
Osnabrück Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03404,1025
Wilhelmshaven Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03405,775
Ammerland,Verbot der Abschiebung Subsidiärer Schutz1),K03451,575
Aurich,Verbot der Abschiebung Subsidiärer Schutz1),K03452,545
Cloppenburg,Verbot der Abschiebung Subsidiärer Schutz1),K03453,850
Emsland,Verbot der Abschiebung Subsidiärer Schutz1),K03454,1675
Friesland,Verbot der Abschiebung Subsidiärer Schutz1),K03455,545
Grafschaft Bentheim,Verbot der Abschiebung Subsidiärer Schutz1),K03456,520
Leer,Verbot der Abschiebung Subsidiärer Schutz1),K03457,760
Oldenburg,Verbot der Abschiebung Subsidiärer Schutz1),K03458,460
Osnabrück,Verbot der Abschiebung Subsidiärer Schutz1),K03459,1025
Vechta,Verbot der Abschiebung Subsidiärer Schutz1),K03460,960
Wesermarsch,Verbot der Abschiebung Subsidiärer Schutz1),K03461,210
Wittmund,Verbot der Abschiebung Subsidiärer Schutz1),K03462,150
Statistische Region Weser-Ems,Verbot der Abschiebung Subsidiärer Schutz1),K034,11745
Niedersachsen,Verbot der Abschiebung Subsidiärer Schutz1),K030,37850
Braunschweig Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03101,535
Salzgitter Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03102,1260
Wolfsburg Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03103,725
Gifhorn,Verbot der Abschiebung Subsidiärer Schutz1),K03151,455
Göttingen,Verbot der Abschiebung Subsidiärer Schutz1),K03159,650
Goslar,Verbot der Abschiebung Subsidiärer Schutz1),K03153,375
Helmstedt,Verbot der Abschiebung Subsidiärer Schutz1),K03154,540
Northeim,Verbot der Abschiebung Subsidiärer Schutz1),K03155,670
Peine,Verbot der Abschiebung Subsidiärer Schutz1),K03157,555
Wolfenbüttel,Verbot der Abschiebung Subsidiärer Schutz1),K03158,1115
Statistische Region Braunschweig,Verbot der Abschiebung Subsidiärer Schutz1),K031,6870
Hannover Region,Verbot der Abschiebung Subsidiärer Schutz1),K03241,5400
Hannover Landeshauptstadt,Verbot der Abschiebung Subsidiärer Schutz1),K03241001,2205
Diepholz,Verbot der Abschiebung Subsidiärer Schutz1),K03251,1125
Hameln-Pyrmont,Verbot der Abschiebung Subsidiärer Schutz1),K03252,850
Hildesheim,Verbot der Abschiebung Subsidiärer Schutz1),K03254,1085
Holzminden,Verbot der Abschiebung Subsidiärer Schutz1),K03255,355
Nienburg (Weser),Verbot der Abschiebung Subsidiärer Schutz1),K03256,785
Schaumburg,Verbot der Abschiebung Subsidiärer Schutz1),K03257,915
Statistische Region Hannover,Verbot der Abschiebung Subsidiärer Schutz1),K032,10510
Celle,Verbot der Abschiebung Subsidiärer Schutz1),K03351,825
Cuxhaven,Verbot der Abschiebung Subsidiärer Schutz1),K03352,930
Harburg,Verbot der Abschiebung Subsidiärer Schutz1),K03353,490
Lüchow-Dannenberg,Verbot der Abschiebung Subsidiärer Schutz1),K03354,125
Lüneburg,Verbot der Abschiebung Subsidiärer Schutz1),K03355,800
Osterholz,Verbot der Abschiebung Subsidiärer Schutz1),K03356,445
Rotenburg (Wümme),Verbot der Abschiebung Subsidiärer Schutz1),K03357,625
Heidekreis,Verbot der Abschiebung Subsidiärer Schutz1),K03358,365
Stade,Verbot der Abschiebung Subsidiärer Schutz1),K03359,1175
Uelzen,Verbot der Abschiebung Subsidiärer Schutz1),K03360,295
Verden,Verbot der Abschiebung Subsidiärer Schutz1),K03361,675
Statistische Region Lüneburg,Verbot der Abschiebung Subsidiärer Schutz1),K033,6750
Delmenhorst.Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03401,545
Emden Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03402,270
Oldenburg (Oldb) Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03403,665
Osnabrück Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03404,870
Wilhelmshaven Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03405,790
Ammerland,Verbot der Abschiebung Subsidiärer Schutz1),K03451,540
Aurich,Verbot der Abschiebung Subsidiärer Schutz1),K03452,605
Cloppenburg,Verbot der Abschiebung Subsidiärer Schutz1),K03453,900
Emsland,Verbot der Abschiebung Subsidiärer Schutz1),K03454,1565
Friesland,Verbot der Abschiebung Subsidiärer Schutz1),K03455,550
Grafschaft Bentheim,Verbot der Abschiebung Subsidiärer Schutz1),K03456,500
Leer,Verbot der Abschiebung Subsidiärer Schutz1),K03457,680
Oldenburg,Verbot der Abschiebung Subsidiärer Schutz1),K03458,440
Osnabrück,Verbot der Abschiebung Subsidiärer Schutz1),K03459,930
Vechta,Verbot der Abschiebung Subsidiärer Schutz1),K03460,840
Wesermarsch,Verbot der Abschiebung Subsidiärer Schutz1),K03461,160
Wittmund,Verbot der Abschiebung Subsidiärer Schutz1),K03462,140
Statistische Region Weser-Ems,Verbot der Abschiebung Subsidiärer Schutz1),K034,10975
Niedersachsen,Verbot der Abschiebung Subsidiärer Schutz1),K030,35110
Braunschweig Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03101,330
Salzgitter Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03102,1005
Wolfsburg Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03103,590
Gifhorn,Verbot der Abschiebung Subsidiärer Schutz1),K03151,340
Göttingen,Verbot der Abschiebung Subsidiärer Schutz1),K03159,535
Goslar,Verbot der Abschiebung Subsidiärer Schutz1),K03153,285
Helmstedt,Verbot der Abschiebung Subsidiärer Schutz1),K03154,380
Northeim,Verbot der Abschiebung Subsidiärer Schutz1),K03155,555
Peine,Verbot der Abschiebung Subsidiärer Schutz1),K03157,480
Wolfenbüttel,Verbot der Abschiebung Subsidiärer Schutz1),K03158,820
Statistische Region Braunschweig,Verbot der Abschiebung Subsidiärer Schutz1),K031,5315
Hannover Region,Verbot der Abschiebung Subsidiärer Schutz1),K03241,4165
Hannover Landeshauptstadt,Verbot der Abschiebung Subsidiärer Schutz1),K03241001,1475
Diepholz,Verbot der Abschiebung Subsidiärer Schutz1),K03251,830
Hameln-Pyrmont,Verbot der Abschiebung Subsidiärer Schutz1),K03252,625
Hildesheim,Verbot der Abschiebung Subsidiärer Schutz1),K03254,890
Holzminden,Verbot der Abschiebung Subsidiärer Schutz1),K03255,305
Nienburg (Weser),Verbot der Abschiebung Subsidiärer Schutz1),K03256,755
Schaumburg,Verbot der Abschiebung Subsidiärer Schutz1),K03257,730
Statistische Region Hannover,Verbot der Abschiebung Subsidiärer Schutz1),K032,8300
Celle,Verbot der Abschiebung Subsidiärer Schutz1),K03351,640
Cuxhaven,Verbot der Abschiebung Subsidiärer Schutz1),K03352,930
Harburg,Verbot der Abschiebung Subsidiärer Schutz1),K03353,475
Lüchow-Dannenberg,Verbot der Abschiebung Subsidiärer Schutz1),K03354,115
Lüneburg,Verbot der Abschiebung Subsidiärer Schutz1),K03355,700
Osterholz,Verbot der Abschiebung Subsidiärer Schutz1),K03356,420
Rotenburg (Wümme),Verbot der Abschiebung Subsidiärer Schutz1),K03357,630
Heidekreis,Verbot der Abschiebung Subsidiärer Schutz1),K03358,310
Stade,Verbot der Abschiebung Subsidiärer Schutz1),K03359,1000
Uelzen,Verbot der Abschiebung Subsidiärer Schutz1),K03360,270
Verden,Verbot der Abschiebung Subsidiärer Schutz1),K03361,610
Statistische Region Lüneburg,Verbot der Abschiebung Subsidiärer Schutz1),K033,6105
Delmenhorst.Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03401,500
Emden Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03402,200
Oldenburg (Oldb) Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03403,280
Osnabrück Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03404,590
Wilhelmshaven Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03405,615
Ammerland,Verbot der Abschiebung Subsidiärer Schutz1),K03451,410
Aurich,Verbot der Abschiebung Subsidiärer Schutz1),K03452,495
Cloppenburg,Verbot der Abschiebung Subsidiärer Schutz1),K03453,840
Emsland,Verbot der Abschiebung Subsidiärer Schutz1),K03454,1420
Friesland,Verbot der Abschiebung Subsidiärer Schutz1),K03455,500
Grafschaft Bentheim,Verbot der Abschiebung Subsidiärer Schutz1),K03456,425
Leer,Verbot der Abschiebung Subsidiärer Schutz1),K03457,595
Oldenburg,Verbot der Abschiebung Subsidiärer Schutz1),K03458,410
Osnabrück,Verbot der Abschiebung Subsidiärer Schutz1),K03459,840
Vechta,Verbot der Abschiebung Subsidiärer Schutz1),K03460,740
Wesermarsch,Verbot der Abschiebung Subsidiärer Schutz1),K03461,140
Wittmund,Verbot der Abschiebung Subsidiärer Schutz1),K03462,160
Statistische Region Weser-Ems,Verbot der Abschiebung Subsidiärer Schutz1),K034,9160
Niedersachsen,Verbot der Abschiebung Subsidiärer Schutz1),K030,28885
Braunschweig Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03101,120
Salzgitter Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03102,295
Wolfsburg Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03103,235
Gifhorn,Verbot der Abschiebung Subsidiärer Schutz1),K03151,130
Goslar,Verbot der Abschiebung Subsidiärer Schutz1),K03153,125
Helmstedt,Verbot der Abschiebung Subsidiärer Schutz1),K03154,150
Northeim,Verbot der Abschiebung Subsidiärer Schutz1),K03155,255
Peine,Verbot der Abschiebung Subsidiärer Schutz1),K03157,170
Wolfenbüttel,Verbot der Abschiebung Subsidiärer Schutz1),K03158,380
Statistische Region Braunschweig,Verbot der Abschiebung Subsidiärer Schutz1),K031,2080
Hannover Region,Verbot der Abschiebung Subsidiärer Schutz1),K03241,2135
Hannover Landeshauptstadt,Verbot der Abschiebung Subsidiärer Schutz1),K03241001,695
Diepholz,Verbot der Abschiebung Subsidiärer Schutz1),K03251,600
Hameln-Pyrmont,Verbot der Abschiebung Subsidiärer Schutz1),K03252,190
Hildesheim,Verbot der Abschiebung Subsidiärer Schutz1),K03254,400
Holzminden,Verbot der Abschiebung Subsidiärer Schutz1),K03255,155
Nienburg (Weser),Verbot der Abschiebung Subsidiärer Schutz1),K03256,235
Schaumburg,Verbot der Abschiebung Subsidiärer Schutz1),K03257,175
Statistische Region Hannover,Verbot der Abschiebung Subsidiärer Schutz1),K032,3890
Celle,Verbot der Abschiebung Subsidiärer Schutz1),K03351,270
Cuxhaven,Verbot der Abschiebung Subsidiärer Schutz1),K03352,670
Harburg,Verbot der Abschiebung Subsidiärer Schutz1),K03353,320
Lüchow-Dannenberg,Verbot der Abschiebung Subsidiärer Schutz1),K03354,65
Lüneburg,Verbot der Abschiebung Subsidiärer Schutz1),K03355,435
Osterholz,Verbot der Abschiebung Subsidiärer Schutz1),K03356,215
Rotenburg (Wümme),Verbot der Abschiebung Subsidiärer Schutz1),K03357,295
Heidekreis,Verbot der Abschiebung Subsidiärer Schutz1),K03358,190
Stade,Verbot der Abschiebung Subsidiärer Schutz1),K03359,200
Uelzen,Verbot der Abschiebung Subsidiärer Schutz1),K03360,120
Verden,Verbot der Abschiebung Subsidiärer Schutz1),K03361,370
Statistische Region Lüneburg,Verbot der Abschiebung Subsidiärer Schutz1),K033,3150
Delmenhorst.Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03401,265
Emden Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03402,150
Oldenburg (Oldb) Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03403,235
Osnabrück Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03404,280
Wilhelmshaven Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03405,210
Ammerland,Verbot der Abschiebung Subsidiärer Schutz1),K03451,290
Aurich,Verbot der Abschiebung Subsidiärer Schutz1),K03452,310
Cloppenburg,Verbot der Abschiebung Subsidiärer Schutz1),K03453,775
Emsland,Verbot der Abschiebung Subsidiärer Schutz1),K03454,975
Friesland,Verbot der Abschiebung Subsidiärer Schutz1),K03455,190
Grafschaft Bentheim,Verbot der Abschiebung Subsidiärer Schutz1),K03456,335
Leer,Verbot der Abschiebung Subsidiärer Schutz1),K03457,295
Oldenburg,Verbot der Abschiebung Subsidiärer Schutz1),K03458,410
Osnabrück,Verbot der Abschiebung Subsidiärer Schutz1),K03459,565
Vechta,Verbot der Abschiebung Subsidiärer Schutz1),K03460,605
Wesermarsch,Verbot der Abschiebung Subsidiärer Schutz1),K03461,110
Wittmund,Verbot der Abschiebung Subsidiärer Schutz1),K03462,140
Statistische Region Weser-Ems,Verbot der Abschiebung Subsidiärer Schutz1),K034,6145
Niedersachsen,Verbot der Abschiebung Subsidiärer Schutz1),K030,15265
Braunschweig Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03101,71
Salzgitter Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03102,120
Wolfsburg Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03103,140
Gifhorn,Verbot der Abschiebung Subsidiärer Schutz1),K03151,77
Goslar,Verbot der Abschiebung Subsidiärer Schutz1),K03153,71
Helmstedt,Verbot der Abschiebung Subsidiärer Schutz1),K03154,69
Northeim,Verbot der Abschiebung Subsidiärer Schutz1),K03155,117
Peine,Verbot der Abschiebung Subsidiärer Schutz1),K03157,126
Wolfenbüttel,Verbot der Abschiebung Subsidiärer Schutz1),K03158,106
Statistische Region Braunschweig,Verbot der Abschiebung Subsidiärer Schutz1),K031,1147
Hannover Region,Verbot der Abschiebung Subsidiärer Schutz1),K03241,1068
Hannover Landeshauptstadt,Verbot der Abschiebung Subsidiärer Schutz1),K03241001,527
Diepholz,Verbot der Abschiebung Subsidiärer Schutz1),K03251,150
Hameln-Pyrmont,Verbot der Abschiebung Subsidiärer Schutz1),K03252,107
Hildesheim,Verbot der Abschiebung Subsidiärer Schutz1),K03254,264
Holzminden,Verbot der Abschiebung Subsidiärer Schutz1),K03255,61
Nienburg (Weser),Verbot der Abschiebung Subsidiärer Schutz1),K03256,166
Schaumburg,Verbot der Abschiebung Subsidiärer Schutz1),K03257,84
Statistische Region Hannover,Verbot der Abschiebung Subsidiärer Schutz1),K032,1900
Celle,Verbot der Abschiebung Subsidiärer Schutz1),K03351,114
Cuxhaven,Verbot der Abschiebung Subsidiärer Schutz1),K03352,125
Harburg,Verbot der Abschiebung Subsidiärer Schutz1),K03353,122
Lüchow-Dannenberg,Verbot der Abschiebung Subsidiärer Schutz1),K03354,31
Lüneburg,Verbot der Abschiebung Subsidiärer Schutz1),K03355,134
Osterholz,Verbot der Abschiebung Subsidiärer Schutz1),K03356,60
Rotenburg (Wümme),Verbot der Abschiebung Subsidiärer Schutz1),K03357,49
Heidekreis,Verbot der Abschiebung Subsidiärer Schutz1),K03358,105
Stade,Verbot der Abschiebung Subsidiärer Schutz1),K03359,95
Uelzen,Verbot der Abschiebung Subsidiärer Schutz1),K03360,36
Verden,Verbot der Abschiebung Subsidiärer Schutz1),K03361,125
Statistische Region Lüneburg,Verbot der Abschiebung Subsidiärer Schutz1),K033,996
Delmenhorst.Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03401,55
Emden Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03402,26
Oldenburg (Oldb) Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03403,113
Osnabrück Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03404,86
Wilhelmshaven Stadt,Verbot der Abschiebung Subsidiärer Schutz1),K03405,42
Ammerland,Verbot der Abschiebung Subsidiärer Schutz1),K03451,50
Aurich,Verbot der Abschiebung Subsidiärer Schutz1),K03452,109
Cloppenburg,Verbot der Abschiebung Subsidiärer Schutz1),K03453,100
Emsland,Verbot der Abschiebung Subsidiärer Schutz1),K03454,111
Friesland,Verbot der Abschiebung Subsidiärer Schutz1),K03455,52
Grafschaft Bentheim,Verbot der Abschiebung Subsidiärer Schutz1),K03456,65
Leer,Verbot der Abschiebung Subsidiärer Schutz1),K03457,90
Oldenburg,Verbot der Abschiebung Subsidiärer Schutz1),K03458,96
Osnabrück,Verbot der Abschiebung Subsidiärer Schutz1),K03459,90
Vechta,Verbot der Abschiebung Subsidiärer Schutz1),K03460,147
Wesermarsch,Verbot der Abschiebung Subsidiärer Schutz1),K03461,19
Wittmund,Verbot der Abschiebung Subsidiärer Schutz1),K03462,11
Statistische Region Weser-Ems,Verbot der Abschiebung Subsidiärer Schutz1),K034,1262
Niedersachsen,Verbot der Abschiebung Subsidiärer Schutz1),K030,5305
Braunschweig Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03101,60
Salzgitter Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03102,20
Wolfsburg Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03103,140
Gifhorn,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03151,75
Goslar,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03153,145
Helmstedt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03154,25
Northeim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03155,90
Peine,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03157,115
Wolfenbüttel,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03158,50
Göttingen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03159,355
Statistische Region Braunschweig,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K031,1075
Hannover Region,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03241,780
Hannover Landeshauptstadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03241001,410
Diepholz,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03251,230
Hameln-Pyrmont,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03252,120
Hildesheim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03254,170
Holzminden,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03255,20
Nienburg (Weser),Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03256,75
Schaumburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03257,105
Statistische Region Hannover,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K032,1500
Celle,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03351,115
Cuxhaven,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03352,120
Harburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03353,130
Lüchow-Dannenberg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03354,25
Lüneburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03355,135
Osterholz,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03356,160
Rotenburg (Wümme),Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03357,90
Heidekreis,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03358,160
Stade,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03359,190
Uelzen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03360,60
Verden,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03361,175
Statistische Region Lüneburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K033,1355
Delmenhorst.Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03401,105
Emden Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03402,55
Oldenburg (Oldb) Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03403,45
Osnabrück Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03404,100
Wilhelmshaven Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03405,100
Ammerland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03451,60
Aurich,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03452,95
Cloppenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03453,105
Emsland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03454,190
Friesland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03455,50
Grafschaft Bentheim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03456,85
Leer,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03457,150
Oldenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03458,65
Osnabrück,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03459,95
Vechta,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03460,55
Wesermarsch,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03461,100
Wittmund,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03462,40
Statistische Region Weser-Ems,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K034,1495
